OLN	uniprotID	SGD_id	length
YDR523C	P08458	S000002931	490
YHR139C	P13130	S000001181	326
YNL204C	P32572	S000005148	300
YNL202W	P32573	S000005146	292
YDR522C	P08459	S000002930	502
YCL048W	P25380	S000000553	463
YOR313C	P09937	S000005840	338
YJL127C	P35208	S000003663	640
YPL175W	P32363	S000006096	452
YER148W	P13393	S000000950	240
YGL207W	P32558	S000003175	1035
YOL148C	P50875	S000005508	604
YMR179W	P35209	S000004791	758
YKL020C	P35210	S000001503	1082
YER161C	P06843	S000000963	333
YDR392W	P06844	S000002800	337
YGR063C	P32914	S000003295	102
YML010W	P27692	S000004470	1063
YGR116W	P23615	S000003348	1451
YBR081C	P35177	S000000285	1332
YLR055C	P38915	S000004045	602
YNL224C	P53866	S000005168	767
YIR012W	P35184	S000001451	431
YHR041C	P34162	S000001083	210
YER022W	P32569	S000000824	687
YGR104C	P32585	S000003336	307
YBR253W	P32570	S000000457	121
YDR308C	P47822	S000002716	140
YCR081W	P25648	S000000677	1427
YML034W	Q03707	S000004497	834
YCR018C	P09007	S000000611	221
YDL133W	Q12516	S000002291	437
YOR247W	Q08673	S000005773	210
YLR082C	Q12020	S000004072	392
YKR091W	P36167	S000001799	246
YPL033C	Q03085	S000005954	281
YGL097W	P21827	S000003065	482
YLR119W	Q99176	S000004109	213
YBL106C	P38163	S000000202	1010
YPR032W	Q12038	S000006236	1033
YCL037C	P25567	S000000542	434
YDR292C	P32916	S000002700	621
YKL154W	P36057	S000001637	244
YDL092W	P38985	S000002250	146
YNL189W	Q02821	S000005133	542
YKL122C	P32342	S000001605	167
YKR092C	P32583	S000001800	406
YPR088C	P20424	S000006292	541
YPL243W	P38687	S000006164	599
YPL210C	P38688	S000006131	640
YJL092W	P12954	S000003628	1174
YMR101C	Q03175	S000004707	343
YNL138W	P17555	S000005082	526
YKL086W	P36077	S000001569	127
YKL218C	P36007	S000001701	326
YAL005C	P10591	S000000004	642
YLL024C	P10592	S000003947	639
YBL075C	P09435	S000000171	649
YER103W	P22202	S000000905	642
YDL229W	P11484	S000002388	613
YNL209W	P40150	S000005153	613
YJR045C	P0CS90	S000003806	654
YDR293C	P24276	S000002701	1250
YPL106C	P32589	S000006027	693
YBR169C	P32590	S000000373	693
YHR066W	P38789	S000001108	453
YDR312W	Q12153	S000002720	453
YBR283C	P38353	S000000487	490
YKL124W	P32343	S000001607	579
YLR006C	Q07084	S000003996	712
YNR031C	P53599	S000005314	1579
YCR073C	P25390	S000000669	1331
YLR005W	Q04673	S000003995	461
YIL143C	Q00578	S000001405	843
YIL030C	P40318	S000001292	1319
YDR443C	P38931	S000002851	1420
YPL042C	P39073	S000005963	555
YNL025C	P47821	S000004970	323
YPL232W	P32867	S000006153	290
YMR183C	P39926	S000004795	295
YHR184W	P38871	S000001227	571
YLR250W	P39931	S000004240	234
YOR242C	Q08646	S000005768	371
YLR369W	Q05931	S000004361	657
YDR086C	P35179	S000002493	80
YLR452C	P11972	S000004444	698
YPL092W	P41930	S000006013	458
YNL222W	P53538	S000005166	206
YDR160W	Q03770	S000002567	852
YJL156C	P47002	S000003692	699
YHR064C	P38788	S000001106	538
YNL309W	P42845	S000005253	420
YMR053C	P46679	S000004657	850
YDR169C	Q12427	S000002576	513
YMR019W	P50104	S000004621	949
YHR178W	P38699	S000001221	743
YKL072W	P36085	S000001555	766
YOR047C	Q02794	S000005573	444
YLR362W	P23561	S000004354	717
YHR084W	P13574	S000001126	688
YOR219C	P33894	S000005745	931
YDR410C	P32584	S000002818	239
YJR086W	P18852	S000003846	110
YFL026W	D6VTK4	S000001868	431
YHL007C	Q03497	S000000999	939
YLR389C	Q06010	S000004381	1027
YJR117W	P47154	S000003878	453
YKL178C	P06783	S000001661	470
YOR212W	P18851	S000005738	423
YCL032W	P25344	S000000537	346
YDR103W	P32917	S000002510	917
YKL209C	P12866	S000001692	1290
YDL159W	P06784	S000002318	515
YDL130W-A	P01098	S000007232	86
YGR008C	P16965	S000003240	84
YIL126W	P32597	S000001388	1359
YOR027W	P15705	S000005553	589
YDR536W	P39932	S000002944	569
YLR150W	P39015	S000004140	273
YDR082W	P38960	S000002489	494
YMR125W	P34160	S000004732	861
YDR463W	Q00947	S000002871	519
YHR006W	P38704	S000001048	541
YCL008C	P25604	S000000514	385
YLR375W	Q05937	S000004367	343
YDL048C	Q07351	S000002206	490
YJR130C	P47164	S000003891	639
YGL184C	P53101	S000003152	465
YIR011C	P38637	S000001450	319
YGL022W	P39007	S000002990	718
YLR305C	P37297	S000004296	1900
YBL034C	P38198	S000000130	1513
YLR045C	P46675	S000004035	888
YMR054W	P37296	S000004658	890
YGL169W	P32579	S000003137	426
YPR086W	P29055	S000006290	345
YMR039C	P54000	S000004642	292
YDL084W	Q07478	S000002242	446
YIL162W	P00724	S000001424	532
YPR151C	Q06524	S000006355	206
YNL244C	P32911	S000005188	108
YJR007W	P20459	S000003767	304
YPL237W	P09064	S000006158	285
YBR294W	P38359	S000000498	859
YLR092W	Q12325	S000004082	893
YDR310C	P46676	S000002718	1062
YNL066W	P53616	S000005010	420
YDR172W	P05453	S000002579	685
YBR143C	P12385	S000000347	437
YPL057C	P33300	S000005978	382
YDR297W	P38992	S000002705	349
YML052W	P54003	S000004516	302
YBR111W-A	Q6WNK7	S000028510	96
YGL162W	P53032	S000003130	299
YPR009W	Q12286	S000006213	268
YPL029W	P32580	S000005950	737
YDR346C	Q05515	S000002754	481
YPL032C	Q03088	S000005953	825
YHR181W	P38869	S000001224	228
YPL163C	Q12254	S000006084	260
YDR320C	Q06677	S000002728	668
YAL011W	P31376	S000000009	625
YGR002C	P53201	S000003234	476
YBR231C	P38326	S000000435	303
YLR385C	Q06707	S000004377	132
YAR003W	P39706	S000000064	426
YKL018W	P36104	S000001501	329
YBR175W	P38123	S000000379	315
YJL187C	P32944	S000003723	819
YDR126W	Q04629	S000002533	336
YAR042W	P35845	S000000081	1188
YPL016W	P09547	S000005937	1314
YJL176C	P32591	S000003712	825
YER111C	P25302	S000000913	1093
YDR146C	P08153	S000002553	709
YLR182W	P09959	S000004172	803
YDR260C	Q12379	S000002668	170
YNR004W	P40342	S000005287	146
YMR149W	Q02795	S000004757	286
YFL049W	P43554	S000001845	623
YDR334W	Q05471	S000002742	1514
YNL081C	P53937	S000005025	143
YOR166C	Q12104	S000005692	458
YNL187W	P53873	S000005131	357
YDR395W	Q04175	S000002803	944
YOR179C	Q08553	S000005705	188
YDR416W	Q04048	S000002824	859
YGR129W	P53277	S000003361	215
YIL047C	P40528	S000001309	902
YPL105C	Q02875	S000006026	849
YLR251W	Q06563	S000004241	197
YAL014C	P31377	S000000012	255
YDL063C	Q07395	S000002221	620
YCR030C	P25623	S000000626	870
YJL004C	P41544	S000003541	203
YPR095C	Q06836	S000006299	1226
YGL243W	P53065	S000003212	400
YJL035C	P47058	S000003572	250
YLR316C	Q9URQ3	S000004308	322
YBR261C	P38340	S000000465	232
YDR167W	Q12030	S000002574	206
YML015C	Q04226	S000004477	346
YDR145W	Q03761	S000002552	539
YML098W	P11747	S000004564	167
YPL129W	P35189	S000006050	244
YGR274C	P46677	S000003506	1066
YCR042C	P23255	S000000638	1407
YPL011C	Q12297	S000005932	353
YMR005W	P50105	S000004607	388
YBR198C	P38129	S000000402	798
YGL112C	P53040	S000003080	516
YMR227C	Q05021	S000004840	590
YML114C	Q03750	S000004582	510
YMR236W	Q05027	S000004849	157
YCR060W	P25638	S000000656	111
YJR046W	P47112	S000003807	604
YPR048W	Q12181	S000006252	623
YLR354C	P15019	S000004346	335
YGR046W	P53230	S000003278	385
YGL232W	P53072	S000003201	289
YIL129C	P40468	S000001391	2376
YMR028W	Q04372	S000004630	366
YLR154W-C	Q8TGM6	S000028422	124
YBR069C	P38085	S000000273	619
YOL020W	P38967	S000005380	592
YJL083W	P47030	S000003619	604
YPR140W	Q06510	S000006344	381
YPL128C	Q02457	S000006049	562
YBR150C	P38114	S000000354	1094
YEL048C	P32613	S000000774	152
YOR086C	Q12466	S000005612	1186
YNL087W	P48231	S000005031	1178
YML072C	Q03640	S000004537	1545
YHR003C	P38756	S000001045	429
YKL027W	P36101	S000001510	447
YBR044C	P38228	S000000248	572
YPL180W	Q08921	S000006101	799
YDR212W	P12612	S000002620	559
YMR291W	Q03533	S000004905	586
YGR205W	P42938	S000003437	290
YHR159W	P38854	S000001202	504
YER071C	P40045	S000000873	126
YHR009C	P38758	S000001051	523
YJR116W	P47153	S000003877	279
YLR426W	Q06417	S000004418	326
YPR157W	Q06466	S000006361	467
YNL176C	P53882	S000005120	636
YAL064C-A	Q6B2U8	S000002140	126
YML081W	Q04545	S000004546	1251
YJL052W	P00360	S000003588	332
YJR009C	P00358	S000003769	332
YGR192C	P00359	S000003424	332
YBR223C	P38319	S000000427	544
YOR337W	P47988	S000005864	759
YBR083W	P18412	S000000287	486
YIL039W	P40533	S000001301	473
YPR080W	P02994	S000006284	458
YBR118W	P02994	S000000322	458
YKL081W	P36008	S000001564	412
YBL088C	P38110	S000000184	2787
YGR099W	P53038	S000003331	688
YML064C	P38987	S000004529	245
YLR010C	Q07921	S000004000	160
YNL128W	P53916	S000005072	434
YJR019C	P41903	S000003780	349
YNL253W	P53851	S000005197	422
YKL028W	P36100	S000001511	482
YKR062W	P36145	S000001770	328
YDR311W	P32776	S000002719	642
YPL122C	Q02939	S000006043	513
YDR460W	Q03290	S000002868	321
YPR056W	Q12004	S000006260	338
YDR079C-A	Q3E7C1	S000007603	72
YBR123C	P32367	S000000327	649
YAL001C	P34111	S000000001	1160
YGR047C	P33339	S000003279	1025
YDR362C	Q06339	S000002770	672
YOR110W	Q12415	S000005636	435
YPL007C	Q12308	S000005928	588
YGR186W	P41895	S000003418	735
YGR005C	P41896	S000003237	400
YLR178C	P14306	S000004168	219
YKL140W	P34163	S000001623	548
YDR058C	P54857	S000002465	326
YMR313C	P40308	S000004930	642
YKR089C	P36165	S000001797	910
YOR081C	Q12043	S000005607	749
YPL157W	Q12052	S000006078	315
YGR024C	P53215	S000003256	237
YJR156C	P47183	S000003917	340
YNL332W	P42883	S000005276	340
YDL244W	Q07748	S000002403	340
YOL055C	Q08224	S000005416	551
YPL258C	Q08975	S000006179	551
YPR121W	Q06490	S000006325	572
YBR240C	P38141	S000000444	450
YDL080C	Q07471	S000002238	609
YGR144W	P32318	S000003376	326
YFL058W	P43534	S000001836	340
YPL214C	P41835	S000006135	540
YOR192C	Q08579	S000005718	599
YLR004C	Q07904	S000003994	523
YDR438W	Q04083	S000002846	370
YLR237W	Q05998	S000004227	598
YOR143C	P35202	S000005669	319
YER063W	P40040	S000000865	218
YNL139C	P53552	S000005083	1597
YOL072W	Q08231	S000005433	455
YHR167W	O13539	S000001210	261
YPR045C	Q12049	S000006249	470
YHR025W	P17423	S000001067	357
YCR053W	P16120	S000000649	514
YIL078W	P04801	S000001340	734
YMR260C	P38912	S000004873	153
YKR059W	P10081	S000001767	395
YJL138C	P10081	S000003674	395
YMR146C	P40217	S000004754	347
YDR429C	Q04067	S000002837	274
YPR163C	P34167	S000006367	436
YGR162W	P39935	S000003394	952
YGL049C	P39936	S000003017	914
YPR041W	P38431	S000006245	405
YPR016C	Q12522	S000006220	245
YHR005C-A	P87108	S000003530	93
YDR322C-A	P81449	S000007255	96
YBR091C	P32830	S000000295	109
YGR181W	P53299	S000003413	105
YJL143W	P39515	S000003679	158
YOR297C	Q08749	S000005823	192
YGR033C	P53220	S000003265	239
YDL217C	Q12328	S000002376	207
YNR017W	P32897	S000005300	222
YIL022W	Q01852	S000001284	431
YPL063W	Q02776	S000005984	476
YJL054W	P47045	S000003590	478
YJR135W-A	P57744	S000007348	87
YEL020W-A	O74700	S000007256	87
YBR067C	P27654	S000000271	210
YGL145W	P33891	S000003113	701
YPR040W	Q12199	S000006244	356
YER011W	P10863	S000000813	254
YOR010C	P33890	S000005536	251
YIL011W	P40552	S000001273	269
YOR009W	Q12218	S000005535	487
YLR136C	P47977	S000004126	285
YPR074C	P23254	S000006278	680
YBR117C	P33315	S000000321	681
YDR468C	Q03322	S000002876	224
YOL018C	Q08144	S000005378	397
YLR327C	Q06177	S000004319	86
YIL137C	P40462	S000001399	946
YOR252W	Q08687	S000005778	178
YDL110C	Q12513	S000002268	150
YKL056C	P35691	S000001539	167
YER007C-A	P89886	S000002957	181
YJR014W	P47089	S000003775	198
YMR269W	Q03525	S000004882	211
YOR091W	Q12000	S000005617	345
YDR117C	Q04600	S000002524	565
YLR262C-A	Q3E764	S000007246	64
YOR052C	Q08422	S000005578	150
YDR107C	Q04562	S000002514	672
YER113C	P40071	S000000915	706
YDR105C	Q12116	S000002512	473
YER175C	P32643	S000000977	299
YGR260W	P53322	S000003492	534
YOR194C	P32773	S000005720	286
YKL058W	P32774	S000001541	122
YBL054W	P34219	S000000150	525
YNL273W	P53840	S000005217	1238
YKR010C	Q02208	S000001718	771
YJL093C	P40310	S000003629	691
YDR457W	Q03280	S000002865	3268
YGR082W	P35180	S000003314	183
YNL131W	P49334	S000005075	152
YMR203W	P23644	S000004816	387
YPR133W-A	P80967	S000006433	50
YOR045W	P33448	S000005571	61
YNL121C	P07213	S000005065	617
YHR117W	P38825	S000001159	639
YNL070W	P53507	S000005014	60
YOL006C	P04786	S000005366	769
YNL088W	P06786	S000005032	1428
YLR234W	P13099	S000004224	656
YJR066W	P35169	S000003827	2470
YKL203C	P32600	S000001686	2474
YBR162C	P38288	S000000366	455
YGR221C	P50078	S000003453	622
YGL179C	P43637	S000003147	560
YLR183C	Q06266	S000004173	489
YNL300W	P48560	S000005244	102
YGL096W	P53147	S000003064	276
YER049W	P40032	S000000851	644
YGR096W	P53257	S000003328	314
YAL016W	P31383	S000000014	635
YDR050C	P00942	S000002457	248
YJL164C	P06244	S000003700	397
YPL203W	P06245	S000006124	380
YKL166C	P05986	S000001649	398
YNL079C	P17536	S000005023	199
YIL138C	P40414	S000001400	161
YGL186C	P53099	S000003154	579
YLL028W	Q07824	S000003951	586
YGR138C	P53283	S000003370	614
YPR156C	Q06451	S000006360	622
YOR273C	Q12256	S000005799	659
YKL174C	P36029	S000001657	618
YMR156C	Q03796	S000004765	238
YBR126C	Q00764	S000000330	495
YDR074W	P31688	S000002481	896
YMR261C	P38426	S000004874	1054
YOL102C	Q12272	S000005462	230
YHR099W	P38811	S000001141	3744
YPL176C	Q08919	S000006097	783
YOR256C	Q08693	S000005782	809
YNL299W	P48561	S000005243	642
YMR233W	Q05024	S000004846	226
YJL129C	P12685	S000003665	1235
YKR050W	P28584	S000001758	889
YJL087C	P09880	S000003623	827
YDR120C	P15565	S000002527	570
YOL093W	Q12400	S000005453	293
YOL124C	Q12463	S000005484	433
YNR046W	P53738	S000005329	135
YML005W	Q04235	S000004464	462
YOL125W	Q12383	S000005485	476
YKR056W	P33753	S000001764	639
YDL112W	Q07527	S000002270	1436
YPL030W	Q02648	S000005951	567
YHR070W	P38793	S000001112	499
YBR061C	P38238	S000000265	310
YMR259C	Q03496	S000004872	1420
YDL201W	Q12009	S000002360	286
YDR165W	Q03774	S000002572	444
YML014W	P49957	S000004476	279
YDR007W	P00912	S000002414	224
YER090W	P00899	S000000892	507
YKL211C	P00937	S000001694	484
YDR354W	P07285	S000002762	380
YGL026C	P00931	S000002994	707
YDR353W	P29509	S000002761	319
YHR106W	P38816	S000001148	342
YDR407C	Q04183	S000002815	1289
YMR218C	Q03660	S000004831	1102
YBR254C	P38334	S000000458	175
YDR246W	Q03784	S000002654	219
YDR472W	Q03337	S000002880	283
YOR115C	Q99394	S000005641	268
YGR166W	P32893	S000003398	560
YDR108W	P46944	S000002515	698
YLR043C	P22217	S000004033	103
YGR209C	P22803	S000003441	104
YCR083W	P25372	S000000679	127
YKR079C	P36159	S000001787	838
YML028W	P34760	S000004490	196
YDR453C	Q04120	S000002861	196
YBR265W	P38342	S000000469	320
YER093C	P40061	S000000895	1430
YDL015C	Q99190	S000002173	310
YBR058C-A	Q3E790	S000007521	80
YML100W	P38427	S000004566	1098
YDL060W	Q07381	S000002218	788
YLR435W	Q06672	S000004427	205
YOR006C	Q12094	S000005532	313
YOL022C	P25040	S000005382	408
YKL033W	P36097	S000001516	1038
YJR136C	P47168	S000003897	421
YML085C	P09733	S000004550	447
YFL037W	P02557	S000001857	457
YML124C	P09734	S000004593	445
YLR212C	P53378	S000004202	473
YOR187W	P02992	S000005713	437
YKL034W	P36096	S000001517	758
YOR251C	Q08686	S000005777	304
YCR084C	P16649	S000000680	713
YLR425W	Q06412	S000004417	1307
YDR100W	Q03860	S000002507	143
YMR071C	Q04767	S000004675	167
YDR084C	P38962	S000002491	199
YKR088C	P36164	S000001796	337
YGR080W	P53250	S000003312	332
YAR010C	P0CX57	S000000068	440
YBL005W-A	Q12266	S000002146	440
YBR012W-A	Q12217	S000002154	440
YDR098C-A	Q03856	S000007390	440
YDR170W-A	Q03964	S000007227	440
YDR210C-C	Q12441	S000007409	440
YDR261C-C	O74302	S000007394	440
YDR316W-A	P0CX65	S000007398	440
YDR365W-A	P0CX70	S000007400	440
YER137C-A	P0CX71	S000007402	440
YER159C-A	P0CX66	S000007403	440
YGR027W-A	Q12085	S000007405	440
YGR038C-A	Q12485	S000007407	440
YGR161C-C	P0CX67	S000007367	440
YHR214C-C	P0C2I4	S000007421	478
YJR026W	P0CX74	S000003787	440
YJR028W	P47099	S000003789	440
YLR035C-B	P0CX68	-	440
YLR157C-A	P0CX72	S000007373	440
YLR227W-A	P0CX75	S000007375	440
YLR256W-A	P0C2I8	S000007377	440
YML045W-A	Q04706	S000007381	440
YML040W	P0CX76	S000004504	440
YMR046C	Q04215	S000004649	440
YMR051C	P0CX69	S000004654	440
YNL284C-A	Q12391	S000007386	440
YNL054W-A	Q12470	S000007384	440
YOL103W-A	Q92392	S000007349	440
YOR142W-A	P0CX59	S000007351	440
YPL257W-A	P0CX73	S000007357	440
YPR137C-A	P0CX58	S000007359	440
YPR158W-A	P0CX60	S000007363	440
YPR158C-C	Q6Q5H1	S000007361	440
YAR009C	O13527	S000000067	1196
YBL005W-B	Q12490	S000002147	1755
YBR012W-B	Q12193	S000002155	1756
YDR098C-B	Q03855	S000007391	1755
YDR210C-D	Q99231	S000007410	1755
YDR261C-D	Q07793	S000007395	1604
YDR316W-B	P0C2I2	S000007399	1755
YDR365W-B	P0C2I3	S000007401	1755
YER138C	Q03612	S000000940	1755
YER160C	Q03619	S000000962	1755
YGR027W-B	Q12141	S000007406	1755
YGR038C-B	Q12269	S000007408	1755
YGR161C-D	Q12316	S000007368	1755
YHR214C-B	O13535	S000003534	1793
YJR027W	P47098	S000003788	1755
YJR029W	P47100	S000003790	1755
YLR035C-A	Q12088	S000007225	1755
YLR157C-B	P0C2I5	S000007374	1755
YLR227W-B	P0C2I6	S000007376	1755
YLR256W-B/YLR256W-C	P0C2I7	-	1755
YML045W	Q04711	S000004508	1755
YML039W	Q03434	S000004503	1755
YMR045C	Q04214	S000004648	1755
YMR050C	Q04670	S000004653	1755
YNL284C-B	Q12112	S000007387	1755
YNL054W-B	Q99337	S000007385	1749
YOL103W-B	Q12273	S000007350	1755
YOR142W-B	Q92393	S000007352	1755
YPL257W-B	Q12414	S000007358	1755
YPR137C-B	P0C2I9	S000007360	1755
YPR158W-B	P0C2J0	S000007364	1756
YPR158C-D	P0C2J1	S000007362	1755
YBL100W-A	Q12260	S000002148	438
YCL020W	P25383	S000000525	438
YDR034C-C	Q12392	S000007344	438
YDR210W-A	Q03483	S000007392	438
YDR261W-A	Q99303	S000007396	438
YFL002W-B	P0CX61	S000007404	438
YGR038C-E	P0C2J2	-	438
YGR161W-A	P0CX62	S000007369	438
YLR410W-A	P0C2J4	S000007379	438
YLR424C-B	P0C2J6	-	438
YOR192C-A	Q12439	S000007353	438
YOR343W-A	Q12293	S000007355	438
YBL100W-B	Q12491	S000002149	1770
YCL019W	P25384	S000000524	1770
YDR034C-D	Q12472	S000007345	1770
YDR210W-B	Q03494	S000007393	1770
YDR261W-B	Q07791	S000007397	1770
YFL002W-A	P0CX63	S000002962	1770
YGR038C-D/YGR038C-C	Q12337	-	1770
YGR161W-B	P0CX64	S000007370	1770
YLR410W-B	P0C2J3	S000007380	1770
YLR424C-A	P0C2J5	-	1598
YOR192C-B	Q12113	S000007354	1770
YOR343W-B	Q12501	S000007356	1770
YGR109W-A	Q12173	S000007346	290
YIL082W	Q99219	S000001344	290
YGR109W-B	Q99315	S000007347	1547
YIL082W-A	Q7LHG5	S000003537	1498
YHL009W-A	Q6Q5P6	S000007371	413
YJL114W	P47023	S000003650	414
YHL009W-B	P0C2J7	S000007372	1802
YJL113W	P47024	S000003649	1803
YPL060C-A	A0A0B7P3V8	S000007388	1104
YCL074W	P25600	S000000579	308
YCL075W	P25601	S000000580	146
YOR344C	P33122	S000005871	291
YBR166C	P20049	S000000370	452
YGR185C	P36421	S000003417	394
YPL207W	Q08960	S000006128	810
YGL050W	P53177	S000003018	273
YOR295W	Q08747	S000005821	228
YKL210W	P22515	S000001693	1024
YDR390C	P52488	S000002798	636
YPR066W	Q99344	S000006270	299
YHR111W	P38820	S000001153	440
YDR177W	P21734	S000002584	215
YOR339C	P52492	S000005866	156
YLR306W	P52491	S000004297	188
YDR092W	P52490	S000002499	153
YBR082C	P15731	S000000286	148
YDR059C	P15732	S000002466	148
YER100W	P33296	S000000902	250
YMR022W	Q02159	S000004624	165
YEL012W	P28263	S000000738	218
YDL064W	P50623	S000002222	157
YLL039C	P0CG63	S000003962	381
YDL122W	P25037	S000002280	809
YNL186W	P53874	S000005130	792
YKR098C	P36026	S000001806	717
YJL197W	P39538	S000003733	1254
YBL067C	P38187	S000000163	747
YBR058C	P38237	S000000262	781
YMR304W	P50101	S000004920	1230
YPL072W	Q02863	S000005993	499
YOR124C	Q01476	S000005650	1272
YER151C	Q01477	S000000953	912
YER144C	P39944	S000000946	805
YFR010W	P43593	S000001906	499
YIL156W	P40453	S000001418	1071
YMR223W	P50102	S000004836	471
YER098W	P39967	S000000900	754
YGR184C	P19812	S000003416	1950
YLR024C	Q07963	S000004014	1872
YBR165W	P38290	S000000369	277
YML013W	Q04228	S000004475	584
YDL091C	Q12229	S000002249	455
YMR067C	P54730	S000004671	416
YDR330W	Q06682	S000002738	500
YJL048C	P47049	S000003584	396
YBR273C	P38349	S000000477	436
YGR048W	P53044	S000003280	361
YDL190C	P54860	S000002349	961
YKL010C	P33202	S000001493	1483
YOR075W	P41834	S000005601	346
YML088W	Q04511	S000004553	668
YGR019W	P17649	S000003251	471
YBR006W	P38067	S000000210	497
YDL170W	P26370	S000002329	528
YDL210W	P32837	S000002369	571
YDR470C	Q03327	S000002878	502
YKL035W	P32861	S000001518	499
YDL169C	P32772	S000002328	223
YAR027W	P39547	S000000075	235
YPL186C	Q08926	S000006107	304
YKR044W	P36137	S000001752	443
YPL003W	Q12059	S000005924	462
YFR026C	P43604	S000001922	169
YPL020C	Q02724	S000005941	621
YIL031W	P40537	S000001293	1034
YOR191W	Q08562	S000005717	1619
YPL139C	Q03010	S000006060	460
YDR207C	P39001	S000002615	836
YBR173C	P38293	S000000377	148
YML021C	P12887	S000004483	359
YDR213W	Q12151	S000002621	913
YGR072W	P48412	S000003304	387
YLR193C	Q05776	S000004183	175
YLR168C	P35200	S000004158	230
YDR185C	Q04006	S000002593	179
YKL216W	P28272	S000001699	314
YMR271C	P30402	S000004884	227
YJL130C	P07259	S000003666	2214
YEL021W	P03962	S000000747	267
YLR420W	P20051	S000004412	364
YML106W	P13298	S000004574	226
YKL024C	P15700	S000001507	204
YBL039C	P28274	S000000135	579
YJR103W	P38627	S000003864	578
YKL014C	P34241	S000001497	1764
YJR041C	P47108	S000003802	1174
YDR520C	Q04411	S000002928	772
YNL229C	P23202	S000005173	354
YDR400W	Q04179	S000002808	340
YNR012W	P27515	S000005295	501
YIL008W	P40554	S000001270	99
YPR152C	Q06525	S000006356	465
YML029W	Q03714	S000004491	838
YLR132C	Q12208	S000004122	290
YGL098W	P53146	S000003066	245
YDL058W	P25386	S000002216	1790
YPL230W	Q12132	S000006151	391
YKR042W	P36135	S000001750	365
YJL109C	P42945	S000003645	1769
YKL099C	P34247	S000001582	250
YLR222C	Q05946	S000004212	817
YML093W	Q04500	S000004558	899
YMR093W	Q04305	S000004699	513
YJL069C	P40362	S000003605	594
YBL004W	P35194	S000000100	2493
YLR409C	Q06078	S000004401	939
YGR090W	P53254	S000003322	1237
YOR004W	Q12339	S000005530	254
YIL091C	P40498	S000001353	721
YKR060W	P36144	S000001768	274
YDR324C	Q06679	S000002732	776
YDR398W	Q04177	S000002806	643
