YORF	BY008_T1	BY008_T2	BY008_T3	BY008_T4	BY008_T5	BY008_T6	BY008_T7	BY008_T8	BY013_T1	BY013_T0	BY013_T2	BY013_T3	BY013_T4	BY013_T5	BY013_T6	BY013_T7	BY013_T8	BY005_T1	BY005_T2	BY005_T3	BY005_T4	BY005_T5	BY005_T6	BY005_T7	BY005_T8
YOR335C	11721.8	11522.2	11367.5	12487.6	12166.3	12070.3	12197.3	10716.8	11629.0	12233.9	11151.7	11492.2	10681.1	10932.7	10645.4	10172.3	9466.1	11893.0	11816.6	11521.5	11640.1	10227.9	11175.2	10818.6	9688.4
YBR072C-A	41.6	48.2	40.4	50.7	67.2	97.3	193.7	97.3	78.0	70.3	57.0	49.5	57.9	44.3	50.3	47.3	34.1	95.7	164.7	115.8	107.4	87.7	113.6	63.3	147.9
YPR030W	658.3	713.9	655.4	484.7	284.7	218.7	258.3	343.7	329.3	345.2	381.1	389.4	449.7	521.5	671.7	917.6	908.9	286.1	295.5	406.3	572.6	508.8	589.0	726.9	1051.4
YIL050W	6777.8	6197.8	4263.8	3210.0	2786.3	2709.3	2861.1	2780.5	3410.4	3363.8	3551.4	3959.5	4309.9	4810.2	5331.0	7261.9	7610.3	2956.6	2930.8	3757.0	4004.5	4047.0	4031.3	5461.0	6842.4
YDR132C	1072.7	1107.7	748.8	783.5	1017.0	1297.2	975.2	910.9	895.1	947.2	888.5	782.0	793.8	733.1	663.7	598.0	627.7	804.2	825.3	951.1	929.2	751.8	889.1	629.6	805.4
YKL154W	3271.9	3709.9	2983.6	3065.7	3036.8	3056.9	2510.4	2944.8	3261.9	2863.5	3111.6	3044.2	2861.2	2894.9	2849.2	2602.7	2535.9	3124.6	3606.8	3110.8	2559.3	2201.5	2379.1	2219.0	2167.5
YDR216W	696.1	651.8	764.2	666.1	315.2	154.4	222.3	643.7	338.9	423.2	395.2	458.9	486.0	506.2	711.7	1123.0	1382.4	315.7	268.2	259.3	421.6	424.5	372.1	535.7	1024.6
YML107C	1397.3	2121.1	2049.6	2282.4	2455.9	2400.4	2564.9	1757.6	1536.3	1596.4	1479.6	1313.3	1243.9	1124.7	1093.3	1448.4	1617.5	1336.7	1470.0	1366.6	1247.8	966.0	1243.3	1354.9	1420.5
YDL110C	5561.5	5495.5	2101.9	1041.5	697.1	713.4	1302.6	1460.0	2117.5	2522.3	3154.9	3894.8	5370.7	8005.6	9040.2	11005.4	10653.8	1758.9	1759.1	3415.8	5444.9	6124.8	5637.1	7263.4	8018.4
YLR281C	1097.2	1010.8	760.4	581.9	396.8	183.0	306.5	401.5	572.8	545.5	639.8	620.4	726.1	871.6	1135.4	1376.5	1254.7	598.1	653.6	802.0	841.2	785.2	1214.5	1454.9	1457.5
YBR069C	403.3	442.2	426.1	395.0	451.6	2419.6	668.6	839.5	409.5	406.2	419.1	334.9	362.6	331.4	361.9	325.9	252.4	766.0	806.1	951.2	791.2	485.6	466.0	254.9	273.0
YCR082W	6325.7	6457.0	5529.3	5181.6	4646.7	4072.6	6608.9	7067.2	6536.4	6453.5	6352.8	6565.5	6319.9	6553.8	7072.7	7220.9	8400.5	7335.5	8005.6	7116.9	6918.4	6759.5	8429.4	10546.5	9734.7
YGL231C	6513.4	7243.4	5591.9	5472.2	5615.3	5639.7	7448.2	6393.7	6774.3	6495.5	6753.9	6983.0	7006.6	7588.6	7727.9	8261.6	7283.2	7063.9	7658.0	7141.6	7022.2	6495.6	8312.7	10354.7	7932.1
YPR132W	13359.0	13132.9	15497.4	16021.1	18161.3	19886.5	18947.1	19685.8	18427.7	18580.9	18316.1	17975.8	17594.1	15686.6	11700.8	5239.4	5588.1	19854.0	20385.3	19542.6	18809.7	18157.6	16223.6	4648.7	5028.6
YKL151C	3854.3	3891.9	2654.6	2113.7	1497.9	587.7	1725.0	1942.9	1958.6	2186.9	2273.7	2509.9	3128.2	3962.3	5071.7	6267.3	7525.9	1645.1	1775.8	2739.9	3985.4	4199.0	5225.4	7319.4	8596.6
YFR057W	37.2	38.7	34.0	30.5	32.0	41.0	33.1	48.8	27.9	33.5	33.0	34.8	35.0	40.5	37.2	35.7	41.2	35.5	28.0	27.7	37.5	25.2	26.0	32.8	36.9
YGR106C	11018.7	9545.6	9226.5	8617.4	8549.8	7793.7	7968.9	9970.4	10439.6	10303.2	10470.6	10549.9	10532.7	10372.8	11390.7	11154.7	10752.2	9518.4	9813.1	9910.7	9501.4	9709.6	10501.9	10854.7	10350.3
YHR119W	3555.1	3719.4	3548.8	3531.6	3751.6	4082.8	3060.0	3136.0	3190.9	3421.2	3174.5	2725.9	2644.4	2473.1	2544.9	2973.5	2919.2	3176.4	3066.6	2838.3	2597.5	2053.1	2367.3	2489.3	2581.6
YBR058C-A	7786.6	7762.7	6226.0	6245.3	6478.2	6560.1	8776.9	8539.3	7273.6	5858.4	7251.3	7358.6	7073.7	7206.6	7324.3	7397.1	6675.0	9524.8	10781.4	9375.0	8965.5	8779.1	9530.9	11472.1	10283.6
YNL071W	12731.1	11274.2	10059.5	9666.9	7980.0	6352.4	7509.8	9042.5	10956.2	11220.2	11523.6	12057.7	12213.1	12981.3	13618.5	14312.5	14358.2	11244.6	10863.6	11779.3	12873.5	13378.7	14657.3	15896.8	15599.2
YDR204W	2698.7	2349.3	1843.9	1565.4	993.9	464.4	1032.7	1768.0	2134.0	2229.1	2469.6	2649.6	2953.0	3669.0	4231.3	4122.6	4132.5	2084.3	1983.8	2553.3	3124.6	3334.8	3948.0	4706.9	4671.1
YML081C-A	6897.2	7382.5	6489.0	6822.5	7874.0	6320.1	6397.5	6000.1	6440.8	6163.9	6367.7	6437.6	6273.6	6186.1	6527.7	8000.6	8228.1	6407.6	7120.0	6837.8	6209.7	6633.2	7061.4	9745.5	11771.5
YDR461W	22063.7	22092.0	18726.0	17758.6	17266.1	15885.9	15831.7	14951.0	15471.8	15261.6	15642.2	15960.1	15874.0	16661.7	18681.6	21608.7	22450.3	14913.5	16339.3	15538.9	16002.0	15616.1	19580.9	22724.0	23744.7
YOR362C	10488.6	9615.3	7819.5	6828.9	4918.4	3328.2	6190.7	8363.6	9175.5	9548.8	9777.8	9848.6	10067.1	10865.5	12315.5	12096.9	12732.4	9340.2	9280.1	9515.2	10240.7	10376.0	12158.1	14260.0	13144.1
YFR029W	1771.9	1568.6	993.6	1122.0	1341.9	1509.0	1419.4	1397.9	1178.5	1094.4	1080.1	1089.5	1061.4	1192.4	1320.9	1418.4	1440.7	978.4	1087.2	1082.4	1200.3	1290.8	1561.9	1536.1	1406.4
YHR162W	13330.2	13143.3	13721.9	13592.8	13901.7	13036.3	13690.1	13328.2	11217.1	11373.5	11373.7	10782.1	10531.3	10055.8	10076.1	10989.6	10884.1	11721.3	11840.4	12153.9	11511.3	11399.3	12874.5	14609.9	10910.9
YDR122W	4166.3	4089.0	2025.9	1179.4	859.8	975.7	2466.0	2167.2	2070.1	2318.9	2066.1	2463.2	3129.9	3589.2	3614.9	4794.9	4118.9	2085.5	2008.0	2263.9	2900.7	3686.0	3179.6	4165.2	4091.1
YPL053C	6049.8	5663.3	4743.7	5457.9	5969.6	6602.4	8775.7	6166.0	6522.6	6092.6	6358.4	6634.4	6401.3	6497.0	7323.3	8139.5	6803.0	6229.6	6354.1	5756.4	6243.9	6396.6	8553.3	9712.2	6313.6
YPL222W	2628.4	2285.9	1736.2	1394.2	884.8	369.9	454.1	747.2	1041.9	1077.1	1207.1	1238.5	1537.6	2119.9	2880.1	3157.0	3057.9	917.3	936.2	1107.6	1658.8	1907.3	2649.1	2607.7	3320.4
YKR019C	1197.9	1218.2	668.2	771.9	1030.9	1073.3	1004.1	995.7	841.6	769.2	771.7	723.8	721.7	880.0	1066.4	1036.3	1099.0	758.9	892.4	914.0	887.2	748.8	1016.8	1077.0	1119.1
YER039C	1028.2	866.4	364.3	254.5	185.5	163.8	698.3	442.4	479.0	521.5	623.7	650.7	773.9	905.6	1045.0	969.4	893.7	416.8	399.7	541.3	719.0	823.2	969.6	879.6	793.2
YAL051W	2006.6	2219.2	1557.9	1370.1	1343.0	1545.4	1389.2	1655.8	1437.2	1471.3	1483.2	1514.5	1587.1	1794.1	1804.1	1790.9	1816.9	1547.0	1619.4	1574.9	1627.0	1472.8	1601.4	2062.0	2262.6
YDR284C	7562.5	6062.6	3120.1	1976.0	1185.1	911.8	2219.2	3880.5	4156.2	3850.3	4481.4	4647.0	5243.0	6158.8	7910.6	7697.3	7112.1	3488.3	3512.2	3819.6	4477.8	5075.4	7162.3	7103.7	5646.5
YNL262W	4049.8	4460.4	3300.3	2884.5	1736.9	1607.7	1493.3	2714.9	2891.0	3272.1	2964.7	2613.1	2706.8	2841.5	2741.4	2746.0	1844.6	2925.1	2718.7	2900.2	2905.2	2718.8	2795.6	2775.0	3077.0
YLL053C	1088.9	785.3	1098.0	1373.6	1940.3	4344.1	2607.7	1810.4	1286.0	1495.8	1380.6	936.8	945.2	778.4	805.3	833.4	785.8	1249.5	1023.1	1094.1	969.6	759.9	598.0	1006.8	857.1
YIL118W	6983.2	6934.9	5785.1	5625.9	5820.5	6169.1	4433.9	4607.2	5660.0	6155.1	5778.7	5573.0	5557.4	5312.3	5657.0	5294.1	5141.8	5537.3	5640.6	5875.3	5677.9	5321.7	5604.2	4948.9	4850.3
YPR037C	6252.6	6194.8	4809.2	4473.3	3780.8	2153.6	3528.6	3948.4	4873.3	4782.3	5038.6	4763.9	4781.0	5175.2	5791.9	6835.7	6387.5	4408.8	4956.3	5302.6	5125.1	4925.8	6076.3	7962.8	8420.5
YOR245C	3668.6	3442.9	2186.1	1796.3	1722.6	2006.1	2978.6	3034.0	2826.1	2926.2	3235.3	3236.0	3480.1	4025.5	4305.4	4163.8	3757.4	2932.1	2540.1	3025.9	3682.2	3510.0	3762.9	3634.2	4107.8
YFL016C	5037.7	4531.6	2492.3	2307.8	2562.7	2812.3	4940.7	4292.2	4202.9	4460.5	4851.5	5102.5	5421.7	5792.6	4975.4	5246.6	5956.8	3055.7	3237.7	3959.2	4797.9	4631.9	3396.2	5765.9	5748.0
YLR090W	2781.0	1801.2	1216.6	1466.1	1689.0	1749.4	2094.4	2163.1	2045.3	2130.4	2252.7	2096.9	2343.3	2790.9	2643.8	2738.1	2812.2	1980.6	2052.5	2157.5	2471.5	2376.9	2980.5	2741.1	2770.1
YFR032C-B	131.9	288.1	381.0	466.0	511.5	579.8	310.7	190.0	218.4	154.2	159.6	161.3	142.0	127.7	118.8	136.5	143.0	266.8	368.3	171.6	117.7	122.4	129.9	101.6	156.9
YMR268C	547.4	945.3	1176.0	1401.5	1658.5	1878.3	1171.5	655.0	669.1	558.7	530.5	473.0	398.0	339.9	435.7	479.0	562.0	654.7	732.1	453.2	362.6	264.8	373.0	412.5	564.0
YOR123C	3169.4	3751.7	3744.6	4000.6	3675.9	3967.2	3393.2	2785.5	3373.1	3614.6	3430.3	3484.3	3333.9	3376.5	3299.4	3285.8	3191.5	2698.9	2968.1	2843.1	2766.9	2520.7	2506.2	2635.8	2851.1
YGR250C	2349.2	2358.4	1811.8	1511.4	1894.3	1987.8	1924.5	2228.1	1879.1	2119.9	2021.9	1999.4	2206.6	2372.0	2381.5	2587.6	2666.8	1831.8	1879.8	2343.3	3032.6	2683.5	2591.6	2903.0	3243.4
YDR077W	3676.7	2599.0	2379.9	2644.7	2609.7	5073.5	20436.5	20168.6	5116.2	5008.7	5703.4	5952.1	6554.5	7185.5	9050.7	21214.3	23051.7	6131.2	6126.5	7480.0	8639.4	11157.4	18057.2	25773.1	22840.4
YPL055C	1152.0	1278.3	1503.3	1631.2	1903.1	2175.1	2885.0	1667.0	1205.7	1221.8	1218.8	1038.8	1033.5	1122.9	1110.1	1271.5	1367.3	1066.0	1143.1	1342.9	1526.6	1382.4	1578.6	1496.2	1305.3
YDR399W	8698.9	11961.0	12760.7	11065.8	9230.8	9658.7	9845.4	8961.7	7763.4	7571.3	6948.0	5830.6	4838.2	3658.8	3873.1	4408.3	5400.7	8536.5	8611.9	7732.6	5211.6	3534.9	3188.2	2258.3	3587.7
YJL204C	2621.4	2580.7	1922.0	1729.6	1907.5	1891.3	1771.4	1597.1	1970.8	2124.7	2106.2	2165.8	2184.4	2361.0	2741.3	2610.1	2326.8	1819.0	1844.5	2019.9	2299.5	2124.3	2295.5	2533.9	2162.9
YOR210W	4504.8	6176.2	6614.9	7297.7	7933.8	9406.6	9605.0	7524.3	6320.2	5935.1	5790.7	5364.0	4684.5	3827.1	3191.9	3818.4	3752.8	6568.6	7055.5	6119.2	4556.6	3843.3	3541.9	3876.2	4102.5
YBR221C	12582.9	11865.7	10472.4	10036.1	8509.8	6871.3	8140.1	9472.9	11005.9	11111.8	11260.0	11084.8	11322.7	11765.0	12652.0	14074.8	13858.0	10929.7	10588.2	10663.2	11248.7	10953.2	12587.4	14273.0	13441.8
YER151C	4120.2	5249.6	4516.1	4792.7	4339.0	4214.7	4331.5	3813.8	4269.6	4117.6	4062.0	4209.2	4134.7	4393.3	4146.1	4378.0	3818.9	4012.9	3986.9	3889.0	3494.4	3382.8	2995.0	3933.5	4066.9
YLR211C	1444.5	1451.3	1253.2	1000.5	678.2	621.0	1260.8	921.0	1382.0	1393.5	1406.4	1409.1	1500.0	1538.6	1704.5	1799.9	1807.6	1110.1	1119.0	1187.1	1173.7	1366.3	1408.5	1837.2	1926.2
YMR062C	4411.3	4197.1	3640.0	4070.5	4550.9	4743.4	10572.1	7513.9	8201.5	7842.1	7745.0	7771.4	7295.7	6935.4	5476.4	4551.4	4058.8	8923.3	8903.6	8809.6	8743.8	7731.5	10869.5	12638.3	8093.3
YHR216W	6797.6	6395.0	7479.0	7703.7	7685.6	9098.6	15448.4	12935.1	5522.8	5616.1	5490.9	5494.0	5172.5	4997.5	3751.5	2482.2	1644.0	5353.5	5331.6	5241.8	5236.9	4765.7	4100.9	1796.1	1304.6
YJL077W-B	733.3	863.7	498.3	458.4	446.6	498.5	580.3	371.9	444.7	421.0	445.8	451.6	489.5	591.8	772.0	713.0	617.0	472.8	507.2	551.9	547.0	698.3	926.7	896.7	844.2
YNL096C	7574.1	9664.0	12843.3	14151.1	14625.9	15556.6	10827.8	14077.3	14870.1	14561.9	14408.5	13618.2	12642.2	10659.4	5682.2	4363.2	4928.9	14328.6	14381.2	14692.4	13282.2	11470.4	5783.8	2420.0	3163.1
YKL090W	1421.8	1033.5	446.3	494.2	559.2	763.9	847.6	1015.1	848.2	826.5	913.0	900.8	1013.0	1146.1	1212.8	1213.4	1141.8	935.3	949.4	926.8	1057.7	1049.1	1353.2	1113.1	806.1
YKR030W	3059.1	2682.6	2476.8	2580.5	2762.3	3040.0	4317.8	3696.6	3954.5	3753.4	3929.2	3837.3	3688.7	3724.7	3773.1	2890.2	2898.5	4522.1	4205.8	4371.9	4129.1	3873.0	3853.4	4301.1	3751.1
YIL095W	1073.2	1112.1	758.3	741.8	791.8	867.8	1294.0	1002.0	983.2	1076.8	1073.0	1088.6	1131.7	1247.8	1135.8	1099.2	994.8	1027.2	1027.7	1091.3	1156.1	1196.6	1105.3	1332.8	1029.6
YOL101C	665.2	687.6	441.6	282.8	204.1	165.5	848.9	932.6	936.7	873.6	932.2	913.1	905.4	817.5	736.7	522.6	563.0	1075.9	1137.4	970.9	858.3	730.0	845.4	1204.0	476.6
YOR348C	18252.3	15447.8	7045.3	2665.9	1423.2	1158.4	1139.7	1803.4	4933.1	5596.9	7588.2	10516.0	12880.0	15652.3	17810.8	14042.7	14117.2	623.4	622.7	4037.5	8963.7	10858.6	11439.7	5604.2	11826.7
YIL158W	2310.3	2944.1	1807.7	1769.1	2393.3	2304.7	1556.9	1738.2	3186.3	3063.8	2861.9	2583.1	2153.0	2041.0	2045.4	2122.4	2123.1	3170.4	3659.0	2803.5	1969.1	1629.5	1531.3	2013.8	2441.6
YJL214W	33.2	58.4	34.7	24.1	23.4	21.7	42.3	28.2	34.5	24.8	34.9	21.5	33.5	30.5	44.7	53.9	35.8	25.1	22.9	38.2	34.6	42.9	30.7	31.6	33.1
YDR409W	730.4	520.3	451.8	499.0	504.2	639.2	700.8	571.1	633.3	605.4	613.3	552.2	567.5	546.3	563.7	601.3	633.7	524.2	486.1	545.3	547.3	557.6	463.8	706.5	737.9
YBR211C	2020.9	1583.4	815.0	875.6	1085.3	1258.4	1276.0	1123.3	1417.1	1512.8	1551.2	1612.9	1694.0	1704.0	1784.5	1620.6	1585.4	1356.6	1524.8	1675.0	1715.0	1587.6	1556.2	1657.7	1576.3
YHR192W	2478.2	2415.6	2158.7	2092.0	2037.4	2093.6	2663.7	2357.1	2394.1	2234.6	2413.3	2254.0	2372.7	2648.0	2450.3	2475.5	2192.4	2170.3	2258.3	2593.5	2399.6	2335.1	2542.5	2729.9	2541.3
YGL067W	4401.6	4362.5	3123.8	3216.5	3480.3	3887.7	3809.6	4806.2	4519.7	4596.9	4590.0	4426.9	4261.3	4336.2	4125.1	3624.2	3393.6	4587.2	4637.4	4455.9	4457.3	3967.3	4295.7	4264.9	3844.6
YPL247C	931.0	724.4	405.5	358.4	276.6	307.0	731.1	627.4	793.5	899.4	1131.0	1320.2	1922.5	2380.3	1594.9	1492.1	1588.6	736.5	685.6	1359.6	2554.2	2313.3	1209.1	1216.0	1710.3
YDR256C	181.7	155.7	115.8	123.7	116.9	203.6	136.8	132.5	145.1	115.5	127.0	139.3	139.2	131.5	168.7	225.2	258.4	172.1	152.8	161.2	148.3	100.7	197.6	155.4	106.2
YFR026C	949.7	615.9	237.8	240.2	262.2	313.4	419.0	574.2	600.2	665.6	685.3	691.4	750.0	769.7	836.0	720.4	588.9	568.9	572.7	666.6	729.3	702.6	786.4	676.2	596.8
YML077W	3654.0	3686.6	2877.0	3095.0	3797.6	4019.3	3295.1	3350.4	4045.2	4202.5	3931.5	3883.5	3822.6	3723.0	4039.9	3354.9	3126.5	4148.2	4631.0	4269.4	4081.0	3881.8	4482.1	3832.9	3240.1
YCL001W-B	42.7	51.8	25.4	21.9	25.7	23.0	29.5	16.4	22.5	26.0	25.8	32.7	34.3	34.3	54.6	78.1	62.7	20.8	21.7	26.9	32.3	44.9	58.9	41.0	53.0
YFL003C	215.3	190.0	194.4	180.4	262.3	235.8	247.8	115.1	174.7	176.4	186.0	148.7	156.4	156.9	178.6	188.8	156.9	132.1	133.0	150.5	170.0	158.4	168.7	103.6	118.9
YDR124W	387.5	248.3	130.4	119.7	121.0	192.5	305.5	365.8	310.1	351.6	350.5	307.5	291.8	317.3	307.8	300.8	287.8	347.9	339.5	401.2	468.1	378.3	493.1	504.2	340.3
YDR411C	4702.8	3866.3	2365.1	1647.7	1259.9	1078.4	1411.2	2670.3	3574.0	3118.6	3786.2	3939.3	3979.0	4440.7	4610.2	4946.5	4759.1	3277.9	3235.6	3397.4	3677.3	3474.9	3745.6	4631.7	4769.2
YKR006C	1978.6	1784.6	1483.2	1712.7	2362.7	2465.0	2554.4	2201.3	2354.5	2294.6	2268.1	2180.8	2161.7	2353.1	2231.7	1975.1	1957.8	2231.5	2301.6	2312.5	2217.8	2295.4	2594.9	1930.7	2169.2
YPL029W	1824.8	2192.5	1566.6	1559.5	1861.1	1961.1	1610.4	1573.7	1282.9	1179.0	1202.0	998.7	926.2	1041.1	1322.1	1370.6	1392.5	1240.1	1282.8	1227.1	1024.0	940.6	1370.0	1398.7	1556.7
YAL063C-A	631.8	769.4	363.4	293.7	226.6	234.2	344.7	309.8	366.3	362.8	359.3	352.0	413.2	518.9	664.9	744.4	503.0	347.2	345.1	365.7	376.9	419.5	682.2	471.1	387.4
YER044C-A	105.3	129.4	118.2	108.3	164.3	557.3	362.1	146.6	128.7	118.9	99.9	121.4	115.0	123.4	144.4	187.7	120.9	101.7	80.2	100.2	124.6	133.7	199.3	83.1	96.5
YBR125C	2411.0	2393.2	2696.4	2133.7	1523.1	983.1	1390.6	2418.4	2333.7	2491.2	2542.1	2385.5	2322.5	2271.8	2256.7	2114.7	2402.9	2428.7	2387.4	2460.7	2499.2	2056.6	2116.8	2488.8	2316.0
YCL042W	198.7	136.1	176.7	97.7	18.0	17.6	26.5	57.6	101.0	161.3	214.7	345.4	453.8	400.8	793.5	564.7	574.5	81.1	62.8	144.1	219.4	432.5	406.3	375.9	506.3
YLR403W	1863.2	2010.4	2012.3	2319.2	2364.6	3348.4	2816.9	2358.8	1861.9	1989.2	1854.8	1793.3	1698.2	1721.0	1631.7	1964.8	2020.7	1898.6	1817.7	1814.6	1740.5	1458.4	1612.9	1805.3	2081.4
YPR114W	5175.1	5117.9	4705.1	4995.5	5350.2	5959.6	6247.6	6166.3	5346.1	5071.9	5529.0	4938.1	4750.3	4674.6	4494.2	4782.0	4021.8	5398.7	5349.1	5374.4	5422.6	4790.2	4798.9	4469.6	3914.5
YLR100W	9687.1	8368.6	6097.5	4933.5	3896.2	3729.8	3832.8	4866.8	6505.9	6901.4	6710.6	6557.6	6644.4	6995.4	8870.0	10702.0	9906.0	5991.1	5876.6	6172.8	6693.6	6543.8	9045.4	10549.6	9849.5
YGL017W	1322.7	1638.2	1332.6	1374.1	1355.8	1253.9	1068.3	1450.5	1214.0	1176.3	1168.9	1148.2	1202.2	1282.2	1492.2	1460.1	1405.8	1220.5	1322.7	1302.1	1349.6	1198.7	1378.6	1297.9	1407.3
YAL014C	4729.3	4461.8	3728.0	3634.8	3914.4	3410.3	4183.2	4088.2	4419.4	4329.9	4650.3	4174.1	4318.7	4462.3	4856.4	4586.2	4739.7	4151.2	4279.5	4917.2	4979.0	4740.4	5261.6	5681.1	5036.9
YLR143W	1283.4	1550.2	1440.6	1694.4	2111.7	2710.6	2229.5	1646.1	1473.7	1398.4	1325.2	1271.4	1191.0	1145.1	1060.9	980.8	959.6	1550.2	1652.0	1444.5	1318.2	1095.1	1193.1	919.0	953.5
YLR289W	1048.9	1212.7	861.4	830.2	1029.9	908.1	995.5	907.7	984.2	1062.3	1004.5	995.1	1061.7	1107.1	1093.1	1045.7	931.4	860.2	918.1	947.5	1090.4	886.8	871.6	757.0	794.6
YKL181W	4611.8	6334.4	9182.0	9912.9	10676.0	11070.7	9443.0	9734.2	7557.9	7568.2	6856.2	5957.1	5020.6	3771.3	2328.3	2837.7	3401.7	8080.6	8105.1	7071.3	6408.4	4379.0	2625.6	2048.6	3826.0
YDL113C	2397.5	2162.8	1037.2	739.6	737.4	768.2	2150.7	1742.7	1624.2	1576.8	1822.2	2166.9	2389.2	2778.6	2755.9	2832.2	2900.7	1832.0	1936.8	2151.7	2643.7	2844.0	2629.8	3287.5	3437.7
YKL006W	13059.2	13711.1	15137.1	14963.8	16797.5	16140.7	17026.9	18464.6	17631.6	17741.5	16901.0	16715.4	16505.6	15511.4	13091.3	5867.0	5602.2	17550.1	17144.4	17711.8	16643.1	17200.2	14865.1	3557.4	3420.1
YOR176W	4777.6	4065.2	3594.1	2952.8	1923.5	805.9	1407.1	2716.4	4259.3	4878.3	4770.7	4795.8	5447.0	5922.7	6789.8	6049.3	5733.0	3807.4	3707.3	4563.4	5218.8	5599.6	6505.3	6742.8	5619.1
YMR213W	867.9	1182.9	1372.3	1551.5	1826.1	1835.5	1334.3	1334.0	914.4	894.3	922.6	788.3	771.7	805.7	764.5	851.0	858.3	905.1	1023.6	889.1	811.8	592.2	669.2	691.6	763.6
YDR021W	369.4	1308.0	2782.3	3730.2	4390.9	4981.3	2751.2	1479.9	1170.8	1053.0	694.9	364.8	192.5	112.6	120.9	222.9	280.2	1407.2	1606.9	762.5	264.5	93.7	153.8	109.9	409.9
YLL066W-B	757.8	791.9	377.8	344.6	322.2	425.4	386.4	281.3	499.3	428.7	455.6	497.6	495.2	603.3	644.9	811.6	721.2	436.7	482.7	530.5	454.0	408.9	468.3	807.5	576.5
YLR431C	697.5	921.6	721.4	626.7	517.9	752.8	609.0	379.4	600.3	600.6	627.9	671.1	729.0	881.9	954.4	1039.9	938.1	543.5	532.3	511.6	689.5	781.4	964.5	1029.1	956.0
YBL029C-A	2484.0	2958.6	1776.9	1744.9	1638.7	1376.9	2398.9	2741.3	1838.6	1919.7	2150.7	2528.8	2908.2	3274.8	2460.4	3179.5	3621.9	2134.5	2381.9	3451.2	4081.0	3291.8	2240.3	3117.4	5607.8
YBL099W	16789.5	15710.3	14688.0	14541.9	13698.1	12728.1	14825.1	14477.2	14725.1	15265.6	15508.7	15188.5	15714.4	16342.6	17950.0	18070.4	17848.5	13852.8	13041.7	15008.9	15358.7	16248.0	16172.4	18241.0	20555.3
YMR211W	940.7	1146.7	1000.3	1207.2	1404.8	1695.0	1921.4	1329.6	1117.0	1096.3	979.9	828.6	733.4	712.0	694.1	957.8	1028.2	1175.2	1295.4	1027.5	814.3	684.6	1130.5	1133.5	1007.6
YMR323W	457.3	370.6	270.3	256.3	197.3	199.2	168.7	183.4	207.6	217.4	255.2	251.2	322.3	489.1	849.2	1599.3	1694.2	146.9	156.9	210.3	293.3	368.6	836.9	1214.4	824.3
YOR089C	4568.8	4299.4	3486.5	3269.6	3358.6	3414.3	4028.8	3468.1	3418.1	3577.4	3551.3	3945.0	4023.4	4779.7	5209.6	5804.8	5750.3	3348.8	3607.7	3919.7	4271.7	4744.5	5337.8	5639.0	4692.9
YNL042W	1571.1	1369.0	854.8	1001.2	1305.1	1779.4	1971.8	1817.6	1247.7	1175.6	1245.9	1270.9	1333.5	1590.2	1434.7	1464.2	1546.7	1338.6	1404.4	1426.2	1503.6	1359.1	1440.6	1595.5	1550.7
YPL243W	3559.5	4083.3	4663.9	4988.6	4773.4	4654.1	4103.9	4362.3	3622.1	3811.9	3532.4	3312.8	3151.0	3142.0	3315.2	3189.8	3116.6	3977.3	3919.5	3454.7	3192.6	2651.9	2909.3	3755.3	3278.4
YDL036C	860.9	1198.7	1575.1	1764.3	2065.8	2554.0	1834.6	1290.1	1169.3	1098.2	1073.2	954.4	799.1	787.0	759.0	736.9	635.5	1237.1	1268.3	1089.9	997.3	786.6	898.2	461.1	508.7
YDR174W	7212.8	8624.0	9032.7	8836.2	8060.0	7939.3	7831.0	8448.6	8414.6	8184.7	8529.2	8284.9	8293.1	8520.0	9821.1	8410.3	6843.5	7080.9	7238.3	7876.6	7329.1	7714.2	8830.5	9186.7	6808.6
YLR372W	9520.4	11702.1	13212.7	13456.3	12991.1	12542.0	13051.8	12454.8	12113.4	11598.9	11457.2	11295.5	10789.6	9250.9	7742.6	8756.3	6753.2	11508.2	11608.7	10831.7	9900.3	8028.0	5830.4	4747.6	4638.8
YER074W	14220.5	15466.8	17908.9	18047.0	19252.2	20045.8	18720.5	19969.6	19347.9	18948.2	18581.5	19236.9	18782.5	16672.1	13303.7	6503.6	6886.3	19124.1	19129.2	18875.1	17814.6	18121.0	15349.6	4042.8	5551.2
YPL147W	833.6	835.8	634.4	610.7	554.7	551.5	470.1	525.9	594.7	597.0	602.2	586.7	642.4	808.1	953.3	784.0	657.9	622.7	665.0	618.3	755.1	827.2	933.3	715.4	670.2
YNL257C	3269.7	3302.5	2637.1	2398.1	1651.4	791.9	1531.9	2132.6	2748.9	2850.4	2869.5	2780.1	2884.1	3118.7	3363.3	3728.2	3252.0	3049.1	2767.3	2837.1	2996.0	3316.7	3300.4	4506.3	4332.2
YCR027C	1005.5	771.3	534.9	679.6	941.0	1204.8	1075.2	711.9	939.4	1066.6	999.2	1061.9	1058.2	1126.2	1172.9	1063.2	929.0	864.8	809.8	937.2	1003.1	1088.2	1257.7	547.0	510.9
YFR031C-A	13109.6	13533.8	15436.8	14908.8	16734.6	17533.9	16683.2	17435.0	16758.7	16129.2	16144.8	15854.6	15436.2	13913.3	10578.8	4662.2	5173.8	16391.0	16027.7	16265.8	15602.0	15318.8	11886.2	2185.4	3744.4
